ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
532078711,Photo,Western Bluebird,Sialia mexicana,,greg slak,2023-02-05,2023,2,5,830,United States,US-CA-037,California,Los Angeles,Sepulveda Basin Recreation Area--Entire Area,34.1762900,-118.4881930,"",,Unspecified,"","",,,,,,,S127718583,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,960,1200
532046001,Photo,Western Bluebird,Sialia mexicana,,Donna Mancuso,2023-02-05,2023,2,5,700,United States,US-CA-073,California,San Diego,San Dieguito Sports Fields & Riparian,32.9813412,-117.2167691,"",,Unspecified,"","",,,,,,,S127715078,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
532007331,Photo,Western Bluebird,Sialia mexicana,,Chris Tosdevin,2023-02-05,2023,2,5,800,United States,US-CA-037,California,Los Angeles,Topanga SP,34.0936780,-118.5849600,"",,Unspecified,"","",,,,,,,S127690978,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,762,986
532007341,Photo,Western Bluebird,Sialia mexicana,,Chris Tosdevin,2023-02-05,2023,2,5,800,United States,US-CA-037,California,Los Angeles,Topanga SP,34.0936780,-118.5849600,"",,Unspecified,"","",,,,,,,S127690978,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,928,717
531982941,Photo,Western Bluebird,Sialia mexicana,,Lisa Winslow,2023-02-04,2023,2,4,1130,United States,US-CA-007,California,Butte,Humboldt Rd--Chico,39.7471900,-121.7522907,"",,Unspecified,"","",,,,,,,S127620960,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2522,2858
531972211,Photo,Western Bluebird,Sialia mexicana,,Rob Fowler,2023-01-19,2023,1,19,852,United States,US-CA-023,California,Humboldt,Arcata Marsh and Wildlife Sanctuary,40.8573610,-124.0946120,Adult Male – 1,,Unspecified,"","",,,,,,,S126505396,"",,,,All gorgeous males that flew into Trashmore while I was walking up. I then saw two birds flying out and heading south and when I scanned the rest of the open area on Trashmore all of the birds seemed to be gone so I guess they all left.,Sialia mexicana,wesblu,Species,,,4.00,1,,1334,2001
531972201,Photo,Western Bluebird,Sialia mexicana,,Rob Fowler,2023-01-19,2023,1,19,852,United States,US-CA-023,California,Humboldt,Arcata Marsh and Wildlife Sanctuary,40.8573610,-124.0946120,Adult Male – 1,,Unspecified,"","",,,,,,,S126505396,"",,,,All gorgeous males that flew into Trashmore while I was walking up. I then saw two birds flying out and heading south and when I scanned the rest of the open area on Trashmore all of the birds seemed to be gone so I guess they all left.,Sialia mexicana,wesblu,Species,,,3.00,1,,1240,1860
531972191,Photo,Western Bluebird,Sialia mexicana,,Rob Fowler,2023-01-19,2023,1,19,852,United States,US-CA-023,California,Humboldt,Arcata Marsh and Wildlife Sanctuary,40.8573610,-124.0946120,Adult Male – 1,,Unspecified,"","",,,,,,,S126505396,"",,,,All gorgeous males that flew into Trashmore while I was walking up. I then saw two birds flying out and heading south and when I scanned the rest of the open area on Trashmore all of the birds seemed to be gone so I guess they all left.,Sialia mexicana,wesblu,Species,,,3.00,1,,1094,1641
531967411,Photo,Western Bluebird,Sialia mexicana,,Kevin Nick,2023-02-04,2023,2,4,1259,United States,US-CA-071,California,San Bernardino,Oak Glen Preserve (including Los Rios Rancho),34.0394670,-116.9400215,"",,Unspecified,"","",,,,,,,S127701073,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2081,2774
531957581,Photo,Western Bluebird,Sialia mexicana,,Kevin Nick,2023-02-04,2023,2,4,914,United States,US-CA-071,California,San Bernardino,Redlands Sports Park,34.0790903,-117.1461429,"",,Unspecified,"","",,,,,,,S127597777,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2210,2947
531955321,Photo,Western Bluebird,Sialia mexicana,,Brooke Miller,2023-01-24,2023,1,24,927,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,Adult Male – 1,,Unspecified,"","",,,,,,,S126857677,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,2758,2356
531955311,Photo,Western Bluebird,Sialia mexicana,,Brooke Miller,2023-01-24,2023,1,24,927,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,Adult Male – 1,,Unspecified,"","",,,,,,,S126857677,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,2,,1612,1435
531931011,Photo,Western Bluebird,Sialia mexicana,,Linda Gal,2023-02-05,2023,2,5,759,United States,US-CA-067,California,Sacramento,Bufferlands--Fishhead Lake and vicinity (limited access),38.4457595,-121.4525664,"",,Unspecified,"","",,,,,,,S127689799,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2308,3260
531927751,Photo,Western Bluebird,Sialia mexicana,,Linda Gal,2023-02-05,2023,2,5,759,United States,US-CA-067,California,Sacramento,Bufferlands--Fishhead Lake and vicinity (limited access),38.4457595,-121.4525664,"",,Unspecified,"","",,,,,,,S127689799,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2815,3032
531927741,Photo,Western Bluebird,Sialia mexicana,,Linda Gal,2023-02-05,2023,2,5,759,United States,US-CA-067,California,Sacramento,Bufferlands--Fishhead Lake and vicinity (limited access),38.4457595,-121.4525664,"",,Unspecified,"","",,,,,,,S127689799,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,1358,1717
531917001,Photo,Western Bluebird,Sialia mexicana,,Charlotte Morris,2023-02-05,2023,2,5,821,United States,US-CA-073,California,San Diego,San Dieguito County Park,32.9984386,-117.2368133,Adult Male – 1,,Unspecified,"","",,,,,,,S127688770,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2524,3786
531913931,Photo,Western Bluebird,Sialia mexicana,,Kevin  Wheeler,2023-01-28,2023,1,28,820,United States,US-CA-065,California,Riverside,Salton Sea SRA--Headquarters and Campground,33.5033635,-115.9148812,"",,Unspecified,"","",,,,,,,S127149821,"",,,Photo by Tom Richardson,A male and two females.,Sialia mexicana,wesblu,Species,,,.00,0,,1200,1600
531911371,Photo,Western Bluebird,Sialia mexicana,,Alexander Viduetsky,2023-02-04,2023,2,4,845,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127689735,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1200,1267
531890391,Photo,Western Bluebird,Sialia mexicana,,Liz & Kev,2023-02-04,2023,2,4,657,United States,US-CA-073,California,San Diego,Robb Field & San Diego River mudflats,32.7570054,-117.2393003,"",,Unspecified,"","",,,,,,,S127685425,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,982,1441
531851091,Photo,Western Bluebird,Sialia mexicana,,Brad Singer,2023-02-04,2023,2,4,800,United States,US-CA-071,California,San Bernardino,Silverwood Lake,34.2817229,-117.3315167,"",,Unspecified,"","",,,,,,,S127632662,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1297,1342
531851101,Photo,Western Bluebird,Sialia mexicana,,Brad Singer,2023-02-04,2023,2,4,800,United States,US-CA-071,California,San Bernardino,Silverwood Lake,34.2817229,-117.3315167,"",,Unspecified,"","",,,,,,,S127632662,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1220,1257
531751001,Photo,Western Bluebird,Sialia mexicana,,Alice Church,2023-02-04,2023,2,4,1036,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127615015,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2026,3039
531748611,Photo,Western Bluebird,Sialia mexicana,,Kathleen Black,2023-02-04,2023,2,4,850,United States,US-CA-085,California,Santa Clara,"Vasona Lake County Park, Los Gatos US-CA 37.24140, -121.96998",37.2414030,-121.9699850,"",,Unspecified,"","",,,,,,,S127606943,"",,,,,Sialia mexicana,wesblu,Species,,,4.67,3,,3403,2938
531735381,Photo,Western Bluebird,Sialia mexicana,,Barbara Wasbin,2023-02-03,2023,2,3,724,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127640111,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2474,2306
531734471,Photo,Western Bluebird,Sialia mexicana,,John Callender,2023-02-04,2023,2,4,1346,United States,US-CA-083,California,Santa Barbara,Happy Canyon Rd at Alisos Rd,34.6233440,-120.0014410,"",,Unspecified,"","",,,,,,,S127626775,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2713,4070
531731961,Photo,Western Bluebird,Sialia mexicana,,Michelle MacKenzie,2023-02-03,2023,2,3,1134,United States,US-CA-085,California,Santa Clara,Shoreline Park (please use a more specific hotspot where possible),37.4333361,-122.0849276,"",,Unspecified,"","",,,,,,,S127531716,"",,,,,Sialia mexicana,wesblu,Species,,,5.00,1,,2037,2546
531709381,Photo,Western Bluebird,Sialia mexicana,,Lance Benner,2023-02-04,2023,2,4,1348,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127638591,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1200,1412
531709371,Photo,Western Bluebird,Sialia mexicana,,Lance Benner,2023-02-04,2023,2,4,1348,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127638591,"",,,,,Sialia mexicana,wesblu,Species,,,2.50,2,,1200,1406
531709391,Photo,Western Bluebird,Sialia mexicana,,Lance Benner,2023-02-04,2023,2,4,1348,United States,US-CA-085,California,Santa Clara,Vasona Lake County Park,37.2385116,-121.9709873,"",,Unspecified,"","",,,,,,,S127638591,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1200,1406
531707571,Photo,Western Bluebird,Sialia mexicana,,Bruce Aird,2023-02-04,2023,2,4,1022,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127639107,"",,,,Bluebirds everywhere up on Puma Ridge. No Mountain ones though. At least not yet...,Sialia mexicana,wesblu,Species,,,.00,0,,1536,2048
531697111,Photo,Western Bluebird,Sialia mexicana,,D Kim Glinka,2023-01-26,2023,1,26,1506,United States,US-CA-029,California,Kern,Wind Wolves Preserve--San Emigdio Campground,34.9912601,-119.1847073,"",,Unspecified,"","",,,,,,,S127637985,"",,,,"Small flock eating mistletoe berries in tree canopy over 'The Crossing ' trail, just past the parking lot.",Sialia mexicana,wesblu,Species,,,3.00,1,,3456,4608
531697141,Photo,Western Bluebird,Sialia mexicana,,D Kim Glinka,2023-01-26,2023,1,26,1506,United States,US-CA-029,California,Kern,Wind Wolves Preserve--San Emigdio Campground,34.9912601,-119.1847073,"",,Unspecified,"","",,,,,,,S127637985,"",,,,"Small flock eating mistletoe berries in tree canopy over 'The Crossing ' trail, just past the parking lot.",Sialia mexicana,wesblu,Species,,,3.00,1,,3456,4608
531696481,Photo,Western Bluebird,Sialia mexicana,,Doug Lithgow,2023-02-03,2023,2,3,732,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127529440,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,2399,2399
531697121,Photo,Western Bluebird,Sialia mexicana,,D Kim Glinka,2023-01-26,2023,1,26,1506,United States,US-CA-029,California,Kern,Wind Wolves Preserve--San Emigdio Campground,34.9912601,-119.1847073,"",,Unspecified,"","",,,,,,,S127637985,"",,,,"Small flock eating mistletoe berries in tree canopy over 'The Crossing ' trail, just past the parking lot.",Sialia mexicana,wesblu,Species,,,2.00,1,,3456,4608
531697101,Photo,Western Bluebird,Sialia mexicana,,D Kim Glinka,2023-01-26,2023,1,26,1506,United States,US-CA-029,California,Kern,Wind Wolves Preserve--San Emigdio Campground,34.9912601,-119.1847073,"",,Unspecified,"","",,,,,,,S127637985,"",,,,"Small flock eating mistletoe berries in tree canopy over 'The Crossing ' trail, just past the parking lot.",Sialia mexicana,wesblu,Species,,,3.00,1,,2776,2718
531687831,Photo,Western Bluebird,Sialia mexicana,,Katrina Moilanen,2023-01-18,2023,1,18,1119,United States,US-CA-083,California,Santa Barbara,"Wasioja Rd, New Cuyama US-CA",34.9554990,-119.8002060,"",,Unspecified,"","",,,,,,,S126444590,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,2156,3019
531684331,Photo,Western Bluebird,Sialia mexicana,,Kevin Thomas,2023-02-04,2023,2,4,728,United States,US-CA-067,California,Sacramento,Gibson Ranch County Park,38.7243734,-121.4024919,"",,Unspecified,"","",,,,,,,S127606902,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,1500,1618
531671521,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531671511,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531671531,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531671541,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531671551,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531670821,Photo,Western Bluebird,Sialia mexicana,,Juan Ramírez,2023-02-04,2023,2,4,1658,United States,US-CA-073,California,San Diego,SDSU,32.7747876,-117.0717972,"",,Unspecified,"","",,,,,,,S127632979,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,4608
531662241,Photo,Western Bluebird,Sialia mexicana,,Jim Roberts,2023-02-04,2023,2,4,1015,United States,US-CA-073,California,San Diego,Cottonwood Creek Park--upper,33.0496536,-117.2915196,"",,Unspecified,"","",,,,,,,S127635171,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3456,5184
531637221,Photo,Western Bluebird,Sialia mexicana,,Tim Lenz,2023-01-09,2023,1,9,1555,United States,US-CA-065,California,Riverside,Prescott Preserve,33.8112785,-116.5199619,"",,Unspecified,"","",,,,,,,S125899637,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3349,5022
531633031,Photo,Western Bluebird,Sialia mexicana,,Tim Lenz,2023-01-09,2023,1,9,1555,United States,US-CA-065,California,Riverside,Prescott Preserve,33.8112785,-116.5199619,"",,Unspecified,"","",,,,,,,S125899637,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1377,2065
531621031,Photo,Western Bluebird,Sialia mexicana,,Christopher Adler,2023-02-04,2023,2,4,710,United States,US-CA-073,California,San Diego,Lake Murray--northwest side,32.7907907,-117.0456101,"",,Unspecified,"","",,,,,,,S127606362,"",,,,,Sialia mexicana,wesblu,Species,,,4.00,1,,2219,1679
531574631,Photo,Western Bluebird,Sialia mexicana,,John Harris,2023-02-04,2023,2,4,1011,United States,US-CA-081,California,San Mateo,Filoli Estate,37.4701657,-122.3085463,"",,Unspecified,"","",,,,,,,S127600192,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3369,3617
531561651,Photo,Western Bluebird,Sialia mexicana,,Alex Lamoreaux,2023-01-19,2023,1,19,752,United States,US-CA-073,California,San Diego,Borrego Springs--Roadrunner Club/The Springs,33.2626970,-116.3611624,Adult Male – 1,Flying,Unspecified,"","",,,,,,,S126486149,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,"",2488,3732
531561661,Photo,Western Bluebird,Sialia mexicana,,Alex Lamoreaux,2023-01-19,2023,1,19,752,United States,US-CA-073,California,San Diego,Borrego Springs--Roadrunner Club/The Springs,33.2626970,-116.3611624,Unknown – 1,Flying,Unspecified,"","",,,,,,,S126486149,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,"",2585,3877
531561631,Photo,Western Bluebird,Sialia mexicana,,Alex Lamoreaux,2023-01-19,2023,1,19,752,United States,US-CA-073,California,San Diego,Borrego Springs--Roadrunner Club/The Springs,33.2626970,-116.3611624,Unknown – 20,Flying,Unspecified,"","",,,,,,,S126486149,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,"",3718,5577
531542261,Photo,Western Bluebird,Sialia mexicana,,Emma Reddy,2023-02-04,2023,2,4,1112,United States,US-CA-001,California,Alameda,Shadow Cliffs Regional Park,37.6692148,-121.8406105,"",,Unspecified,"","",,,,,,,S127608197,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,2071,3107
531519081,Photo,Western Bluebird,Sialia mexicana,,Carol Comeau,2023-02-04,2023,2,4,756,United States,US-CA-079,California,San Luis Obispo,Meadow Park--San Luis Obispo,35.2675798,-120.6606531,Adult Male – 1,,Unspecified,"","",,,,,,,S127609424,"",,,"Western Bluebird, adult male, Meadow Park, San Luis Obispo County, CA, 4 Feb. 2023, Carol R. Comeau",,Sialia mexicana,wesblu,Species,,,3.00,1,,3888,5184
531488361,Photo,Western Bluebird,Sialia mexicana,,Ken Kirkland,2023-02-04,2023,2,4,839,United States,US-CA-061,California,Placer,Ferrari Ranch Ponds,38.8624950,-121.3244450,"",,Unspecified,"","",,,,,,,S127604938,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,3024,4032
531441401,Photo,Western Bluebird,Sialia mexicana,,Alan Bade,2023-02-02,2023,2,2,1712,United States,US-CA-013,California,Contra Costa,Home,37.9347274,-122.0759531,"",,Unspecified,"","",,,,,,,S127546258,"",,,,Checking out a woodpecker hole,Sialia mexicana,wesblu,Species,,,.00,0,,2032,3047
531439661,Photo,Western Bluebird,Sialia mexicana,,Maggie Baumann,2023-02-03,2023,2,3,816,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127541947,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3712,5568
531439681,Photo,Western Bluebird,Sialia mexicana,,Maggie Baumann,2023-02-03,2023,2,3,816,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127541947,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3712,5568
531439691,Photo,Western Bluebird,Sialia mexicana,,Maggie Baumann,2023-02-03,2023,2,3,816,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127541947,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3712,5568
531439671,Photo,Western Bluebird,Sialia mexicana,,Maggie Baumann,2023-02-03,2023,2,3,816,United States,US-CA-037,California,Los Angeles,Frank G. Bonelli RP/Puddingstone Reservoir and Surrounding Area,34.0870104,-117.8050125,"",,Unspecified,"","",,,,,,,S127541947,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,3712,5568
531430491,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2023-02-03,2023,2,3,724,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127541134,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,3456,4608
531430521,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2023-02-03,2023,2,3,724,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127541134,"",,,,,Sialia mexicana,wesblu,Species,,,2.00,1,,3456,4608
531427731,Photo,Western Bluebird,Sialia mexicana,,Astrid Taen,2023-02-03,2023,2,3,724,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127541134,"",,,,,Sialia mexicana,wesblu,Species,,,3.00,1,,3456,4608
531395931,Photo,Western Bluebird,Sialia mexicana,,Eileen Wintemute,2023-02-03,2023,2,3,724,United States,US-CA-059,California,Orange,Irvine Regional Park,33.7968382,-117.7532673,"",,Unspecified,"","",,,,,,,S127547431,"",,,,,Sialia mexicana,wesblu,Species,,,.00,0,,1059,1412
